id,factory_name,factory_code,date,po_number,style_number,color_code,ship_id,po_type,po_quantity,wip8_outputs,tqc3_pass_qty,wip8_po_status_increase,fg10_po_status_increase,fg14_po_status_increase,wip8_po_statu_completion_quantity,fg10_po_statu_completion_quantity,fg14_po_statu_completion_quantity
KH_PP_20260526_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,152,152,152,83,35,2571,1448,848
KH_PP_20260526_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,113,113,113,49,20,1852,1154,686
KH_PP_20260526_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-26,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,191,191,191,118,62,3136,1971,1059
KH_PP_20260527_KH_PP-PO-0001_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0001,ST005,PNK,SH07,CMT,1000,51,51,51,28,8,1150,750,381
KH_PP_20260527_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,170,170,170,119,54,2909,1758,1067
KH_PP_20260527_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,110,110,110,72,42,2761,1768,954
KH_PP_20260527_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,104,104,104,81,49,1966,1161,652
KH_PP_20260527_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,165,165,165,93,39,2736,1541,887
KH_PP_20260527_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,131,131,131,103,42,1983,1257,728
KH_PP_20260527_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,48,48,48,28,10,1057,693,331
KH_PP_20260527_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,162,162,162,120,89,1837,1070,651
KH_PP_20260527_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-27,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,184,184,184,126,46,3320,2097,1105
KH_PP_20260528_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,113,113,113,62,42,2010,1124,646
KH_PP_20260528_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,154,154,154,72,26,3063,1830,1093
KH_PP_20260528_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,162,162,162,123,52,2556,1790,948
KH_PP_20260528_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,58,58,58,32,11,1092,571,370
KH_PP_20260528_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,128,128,128,98,41,2889,1866,995
KH_PP_20260528_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,159,159,159,137,97,2351,1623,975
KH_PP_20260528_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,186,186,186,166,63,2922,1707,950
KH_PP_20260528_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,103,103,103,81,61,2086,1338,789
KH_PP_20260528_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,186,186,186,158,60,2221,1191,781
KH_PP_20260528_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,51,51,51,26,19,1969,1120,542
KH_PP_20260528_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,175,175,175,129,79,2012,1199,730
KH_PP_20260528_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-28,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,174,174,174,90,56,3494,2187,1161
KH_PP_20260529_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,101,101,101,57,17,2111,1181,663
KH_PP_20260529_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,157,157,157,139,68,3220,1969,1161
KH_PP_20260529_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,106,106,106,49,28,2995,1915,1023
KH_PP_20260529_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,160,160,180,160,98,2007,1139,746
KH_PP_20260529_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,193,193,193,127,50,2544,1750,1025
KH_PP_20260529_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,109,109,109,77,57,2195,1415,846
KH_PP_20260529_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,188,188,188,77,47,2409,1268,828
KH_PP_20260529_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,184,184,184,155,109,3678,2342,1270
KH_PP_20260529_KH_PP-PO-0023_BLK_SH01,柬埔寨金边厂,KH_PP,2026-05-29,KH_PP-PO-0023,ST001,BLK,SH01,FOB,1000,53,53,33,24,15,1130,730,443
KH_PP_20260530_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,90,90,90,78,59,2201,1259,722
KH_PP_20260530_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,114,114,114,54,41,2670,1844,989
KH_PP_20260530_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,60,45,45,40,19,1137,611,389
KH_PP_20260530_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,102,102,102,64,34,3097,1979,1057
KH_PP_20260530_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,161,161,161,83,25,2705,1833,1050
KH_PP_20260530_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,135,135,135,54,34,2101,1215,686
KH_PP_20260530_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,166,166,166,96,59,3088,1803,1009
KH_PP_20260530_KH_PP-PO-0018_BLU_SH03,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0018,ST002,BLU,SH03,FOB,2000,54,54,54,47,20,2023,1167,562
KH_PP_20260530_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-05-30,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,156,156,156,132,39,2168,1331,769
KH_PP_20260601_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,115,115,115,92,37,2316,1351,759
KH_PP_20260601_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,176,176,176,98,66,3396,2067,1227
KH_PP_20260601_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,108,108,108,67,24,2778,1911,1013
KH_PP_20260601_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,174,174,174,114,38,2181,1253,784
KH_PP_20260601_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,201,201,201,179,101,2906,2012,1151
KH_PP_20260601_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,93,103,103,0,53,2204,1215,739
KH_PP_20260601_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,109,109,109,73,41,2304,1488,887
KH_PP_20260601_KH_PP-PO-0017_BLK_SH09,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0017,ST006,BLK,SH09,CMT,5000,179,179,179,129,49,2588,1397,877
KH_PP_20260601_KH_PP-PO-0019_BLU_SH03,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0019,ST002,BLU,SH03,FOB,1000,63,63,83,36,18,1140,729,349
KH_PP_20260601_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-06-01,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,203,203,203,99,57,2371,1430,826
KH_PP_20260602_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-06-02,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,118,118,118,59,39,2434,1410,798
KH_PP_20260602_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-06-02,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,158,158,178,82,48,3574,2149,1275
KH_PP_20260602_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-06-02,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,107,107,107,67,45,2885,1978,1058
KH_PP_20260602_KH_PP-PO-0008_BLU_SH03,柬埔寨金边厂,KH_PP,2026-06-02,KH_PP-PO-0008,ST002,BLU,SH03,CMT,800,30,30,30,22,10,919,594,303
KH_PP_20260602_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-06-02,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,97,97,97,53,20,3194,2032,1077
KH_PP_20260602_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-06-02,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,164,164,164,94,49,2345,1347,833
KH_PP_20260602_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-06-02,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,170,170,170,135,73,3076,2147,1224
KH_PP_20260602_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-06-02,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,125,125,125,52,34,2329,1267,773
KH_PP_20260603_KH_PP-PO-0002_TEA_SH10,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0002,ST007,TEA,SH10,FOB,3000,61,61,61,28,10,2495,1438,808
KH_PP_20260603_KH_PP-PO-0005_PNK_SH07,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0005,ST005,PNK,SH07,FOB,8000,183,183,203,81,60,3777,2230,1335
KH_PP_20260603_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,99,99,99,54,22,2984,2032,1080
KH_PP_20260603_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,90,90,90,37,24,3284,2069,1101
KH_PP_20260603_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,182,182,182,123,47,2527,1470,880
KH_PP_20260603_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,110,110,110,96,56,2439,1363,829
KH_PP_20260603_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,175,175,175,130,49,3263,1933,1058
KH_PP_20260603_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,126,126,126,100,64,2430,1588,951
KH_PP_20260603_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,170,170,170,72,26,2541,1502,852
KH_PP_20260603_KH_PP-PO-0021_PNK_SH07,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0021,ST005,PNK,SH07,FOB,8000,164,164,164,75,58,3842,2417,1328
KH_PP_20260603_KH_PP-PO-0025_TEA_SH10,柬埔寨金边厂,KH_PP,2026-06-03,KH_PP-PO-0025,ST007,TEA,SH10,CMT,800,27,27,27,22,15,919,631,389
KH_PP_20260604_KH_PP-PO-0006_WHT_SH08,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0006,ST005,WHT,SH08,CMT,5000,107,107,107,78,56,3091,2110,1136
KH_PP_20260604_KH_PP-PO-0007_NVY_SH06,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0007,ST004,NVY,SH06,CMT,1000,13,13,13,7,4,1150,618,393
KH_PP_20260604_KH_PP-PO-0009_PNK_SH07,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0009,ST005,PNK,SH07,CMT,5000,106,106,106,86,49,3390,2155,1150
KH_PP_20260604_KH_PP-PO-0010_WHT_SH05,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0010,ST003,WHT,SH05,CMT,5000,116,116,116,96,49,2643,1566,929
KH_PP_20260604_KH_PP-PO-0011_BLU_SH03,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0011,ST002,BLU,SH03,FOB,800,45,45,45,35,21,899,592,361
KH_PP_20260604_KH_PP-PO-0012_BLK_SH09,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0012,ST006,BLK,SH09,FOB,8000,180,180,180,154,88,3256,2301,1312
KH_PP_20260604_KH_PP-PO-0013_WHT_SH08,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0013,ST005,WHT,SH08,CMT,3000,59,59,59,-41,13,2498,1322,842
KH_PP_20260604_KH_PP-PO-0014_RED_SH09,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0014,ST006,RED,SH09,CMT,8000,155,155,155,137,98,3418,2070,1156
KH_PP_20260604_KH_PP-PO-0015_RED_SH02,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0015,ST001,RED,SH02,CMT,3000,54,54,54,47,21,2484,1635,972
KH_PP_20260604_KH_PP-PO-0020_BLK_SH09,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0020,ST006,BLK,SH09,FOB,5000,107,107,107,77,56,2648,1579,908
KH_PP_20260604_KH_PP-PO-0022_WHT_SH05,柬埔寨金边厂,KH_PP,2026-06-04,KH_PP-PO-0022,ST003,WHT,SH05,CMT,1000,45,45,45,25,19,1059,607,324
VN_BZ_20260501_VN_BZ-PO-0002_WHT_SH08,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0002,ST005,WHT,SH08,FOB,1000,173,173,173,123,55,173,123,55
VN_BZ_20260501_VN_BZ-PO-0008_NVY_SH10,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0008,ST007,NVY,SH10,CMT,800,164,164,164,105,67,164,105,67
VN_BZ_20260501_VN_BZ-PO-0011_WHT_SH01,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0011,ST001,WHT,SH01,FOB,3000,165,165,165,119,35,165,119,35
VN_BZ_20260501_VN_BZ-PO-0013_WHT_SH08,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0013,ST005,WHT,SH08,FOB,1500,181,181,181,108,76,181,108,76
VN_BZ_20260501_VN_BZ-PO-0016_NVY_SH06,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0016,ST004,NVY,SH06,FOB,1000,161,161,161,109,54,161,109,54
VN_BZ_20260501_VN_BZ-PO-0017_WHT_SH01,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0017,ST001,WHT,SH01,CMT,3000,169,169,169,142,65,169,142,65
VN_BZ_20260501_VN_BZ-PO-0021_WHT_SH05,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0021,ST003,WHT,SH05,CMT,800,162,162,162,122,45,162,122,45
VN_BZ_20260501_VN_BZ-PO-0024_BLK_SH04,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0024,ST003,BLK,SH04,FOB,1500,167,167,167,119,76,167,119,76
VN_BZ_20260501_VN_BZ-PO-0025_YLW_SH04,越南平政厂,VN_BZ,2026-05-01,VN_BZ-PO-0025,ST003,YLW,SH04,FOB,8000,168,168,168,73,35,168,73,35
VN_BZ_20260502_VN_BZ-PO-0002_WHT_SH08,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0002,ST005,WHT,SH08,FOB,1000,167,167,167,133,73,340,256,128
VN_BZ_20260502_VN_BZ-PO-0005_RED_SH09,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0005,ST006,RED,SH09,FOB,1000,185,185,185,149,86,185,149,86
VN_BZ_20260502_VN_BZ-PO-0007_WHT_SH05,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0007,ST003,WHT,SH05,FOB,8000,171,171,171,127,82,171,127,82
VN_BZ_20260502_VN_BZ-PO-0008_NVY_SH10,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0008,ST007,NVY,SH10,CMT,800,166,166,166,101,79,330,206,146
VN_BZ_20260502_VN_BZ-PO-0010_GRY_SH06,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0010,ST004,GRY,SH06,CMT,2000,161,161,161,136,83,161,136,83
VN_BZ_20260502_VN_BZ-PO-0011_WHT_SH01,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0011,ST001,WHT,SH01,FOB,3000,165,165,165,139,95,330,258,130
VN_BZ_20260502_VN_BZ-PO-0013_WHT_SH08,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0013,ST005,WHT,SH08,FOB,1500,183,183,183,81,39,364,189,115
VN_BZ_20260502_VN_BZ-PO-0014_GRN_SH03,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0014,ST002,GRN,SH03,CMT,2000,160,160,160,90,60,160,90,60
VN_BZ_20260502_VN_BZ-PO-0015_NVY_SH06,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0015,ST004,NVY,SH06,CMT,3000,175,175,175,118,76,175,118,76
VN_BZ_20260502_VN_BZ-PO-0017_WHT_SH01,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0017,ST001,WHT,SH01,CMT,3000,170,170,170,91,28,339,233,93
VN_BZ_20260502_VN_BZ-PO-0021_WHT_SH05,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0021,ST003,WHT,SH05,CMT,800,172,172,172,117,40,334,239,85
VN_BZ_20260502_VN_BZ-PO-0024_BLK_SH04,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0024,ST003,BLK,SH04,FOB,1500,152,152,152,106,32,319,225,108
VN_BZ_20260502_VN_BZ-PO-0025_YLW_SH04,越南平政厂,VN_BZ,2026-05-02,VN_BZ-PO-0025,ST003,YLW,SH04,FOB,8000,183,183,183,151,69,351,224,104
VN_BZ_20260504_VN_BZ-PO-0002_WHT_SH08,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0002,ST005,WHT,SH08,FOB,1000,172,172,172,90,43,512,346,171
VN_BZ_20260504_VN_BZ-PO-0005_RED_SH09,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0005,ST006,RED,SH09,FOB,1000,194,184,184,106,38,369,255,124
VN_BZ_20260504_VN_BZ-PO-0008_NVY_SH10,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0008,ST007,NVY,SH10,CMT,800,174,174,174,87,38,504,293,184
VN_BZ_20260504_VN_BZ-PO-0011_WHT_SH01,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0011,ST001,WHT,SH01,FOB,3000,180,180,180,79,24,510,337,154
VN_BZ_20260504_VN_BZ-PO-0012_GRY_SH06,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0012,ST004,GRY,SH06,FOB,2000,174,174,174,124,68,174,124,68
VN_BZ_20260504_VN_BZ-PO-0014_GRN_SH03,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0014,ST002,GRN,SH03,CMT,2000,181,181,181,84,59,341,174,119
VN_BZ_20260504_VN_BZ-PO-0015_NVY_SH06,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0015,ST004,NVY,SH06,CMT,3000,175,175,155,135,99,330,253,175
VN_BZ_20260504_VN_BZ-PO-0016_NVY_SH06,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0016,ST004,NVY,SH06,FOB,1000,182,182,182,88,33,343,197,87
VN_BZ_20260504_VN_BZ-PO-0017_WHT_SH01,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0017,ST001,WHT,SH01,CMT,3000,179,179,179,79,25,518,312,118
VN_BZ_20260504_VN_BZ-PO-0020_RED_SH02,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0020,ST001,RED,SH02,FOB,1500,144,144,144,108,58,144,108,58
VN_BZ_20260504_VN_BZ-PO-0022_NVY_SH10,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0022,ST007,NVY,SH10,FOB,800,171,171,171,151,84,171,151,84
VN_BZ_20260504_VN_BZ-PO-0024_BLK_SH04,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0024,ST003,BLK,SH04,FOB,1500,170,170,170,104,51,489,329,159
VN_BZ_20260504_VN_BZ-PO-0025_YLW_SH04,越南平政厂,VN_BZ,2026-05-04,VN_BZ-PO-0025,ST003,YLW,SH04,FOB,8000,171,171,171,92,71,522,316,175
VN_BZ_20260505_VN_BZ-PO-0005_RED_SH09,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0005,ST006,RED,SH09,FOB,1000,150,150,150,66,22,519,321,146
VN_BZ_20260505_VN_BZ-PO-0007_WHT_SH05,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0007,ST003,WHT,SH05,FOB,8000,166,166,166,112,57,337,239,139
VN_BZ_20260505_VN_BZ-PO-0011_WHT_SH01,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0011,ST001,WHT,SH01,FOB,3000,195,195,195,121,54,705,458,208
VN_BZ_20260505_VN_BZ-PO-0012_GRY_SH06,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0012,ST004,GRY,SH06,FOB,2000,154,154,154,125,57,328,249,125
VN_BZ_20260505_VN_BZ-PO-0013_WHT_SH08,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0013,ST005,WHT,SH08,FOB,1500,176,176,176,139,48,540,328,163
VN_BZ_20260505_VN_BZ-PO-0015_NVY_SH06,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0015,ST004,NVY,SH06,CMT,3000,165,165,165,101,68,495,354,243
VN_BZ_20260505_VN_BZ-PO-0016_NVY_SH06,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0016,ST004,NVY,SH06,FOB,1000,178,178,178,107,52,521,304,139
VN_BZ_20260505_VN_BZ-PO-0020_RED_SH02,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0020,ST001,RED,SH02,FOB,1500,156,156,156,70,23,300,178,81
VN_BZ_20260505_VN_BZ-PO-0021_WHT_SH05,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0021,ST003,WHT,SH05,CMT,800,169,154,154,105,70,488,344,155
VN_BZ_20260505_VN_BZ-PO-0022_NVY_SH10,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0022,ST007,NVY,SH10,FOB,800,166,166,166,145,114,337,296,198
VN_BZ_20260505_VN_BZ-PO-0023_NVY_SH06,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0023,ST004,NVY,SH06,CMT,800,147,147,147,124,58,147,124,58
VN_BZ_20260505_VN_BZ-PO-0024_BLK_SH04,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0024,ST003,BLK,SH04,FOB,1500,182,182,182,94,47,671,423,206
VN_BZ_20260505_VN_BZ-PO-0025_YLW_SH04,越南平政厂,VN_BZ,2026-05-05,VN_BZ-PO-0025,ST003,YLW,SH04,FOB,8000,166,166,166,73,33,688,389,208
VN_BZ_20260506_VN_BZ-PO-0002_WHT_SH08,越南平政厂,VN_BZ,2026-05-06,VN_BZ-PO-0002,ST005,WHT,SH08,FOB,1000,108,108,108,50,16,620,396,187
VN_BZ_20260506_VN_BZ-PO-0003_YLW_SH04,越南平政厂,VN_BZ,2026-05-06,VN_BZ-PO-0003,ST003,YLW,SH04,FOB,2000,178,178,178,121,40,178,121,40
VN_BZ_20260506_VN_BZ-PO-0004_BLK_SH09,越南平政厂,VN_BZ,2026-05-06,VN_BZ-PO-0004,ST006,BLK,SH09,FOB,1000,156,156,176,141,112,176,141,112
VN_BZ_20260506_VN_BZ-PO-0005_RED_SH09,越南平政厂,VN_BZ,2026-05-06,VN_BZ-PO-0005,ST006,RED,SH09,FOB,1000,121,121,121,101,50,640,422,196
VN_BZ_20260506_VN_BZ-PO-0007_WHT_SH05,越南平政厂,VN_BZ,2026-05-06,VN_BZ-PO-0007,ST003,WHT,SH05,FOB,8000,166,166,166,96,41,503,335,180
